scenario_id,mine_id,start_date,duration_days,disruption_type,severity_production_loss_pct,affected_equipment,availability_change,haulage_delay_change_h,blast_delay_change_h,drill_delay_change_h,truck_change,rainfall_7d_mm,weather_state,production_impact_t,provenance
SIM_2023-09-15_NORMAL,SYN_MINE_01,2023-09-15,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,221.5,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-09-15_HEAVY_RAIN,SYN_MINE_01,2023-09-15,7,HEAVY_RAIN,4.71,site / dumpers,0.0,0.613,-0.011,0.983,0.0,310.7,HEAVY_RAIN (IMD p95 7-day),-417.1,SIMULATED
SIM_2023-09-15_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-09-15,7,EQUIPMENT_DEGRADATION,25.0,"excavators, dumpers",-0.2447,-0.199,-0.147,0.086,-1.94,221.5,OBSERVED WEEK (IMD/ERA5),-2211.4,SIMULATED
SIM_2023-09-15_BLAST_DELAY,SYN_MINE_01,2023-09-15,7,BLAST_DELAY,78.71,blasting / excavators,0.0,0.0,10.005,0.0,0.0,221.5,OBSERVED WEEK (IMD/ERA5),-6963.7,SIMULATED
SIM_2023-09-15_DRILL_DELAY,SYN_MINE_01,2023-09-15,7,DRILL_DELAY,25.39,drills,-0.2128,-0.882,-0.131,0.64,0.69,221.5,OBSERVED WEEK (IMD/ERA5),-2246.3,SIMULATED
SIM_2023-09-15_HAULAGE_DISRUPTION,SYN_MINE_01,2023-09-15,7,HAULAGE_DISRUPTION,41.73,dumpers / haul road,-0.1006,3.993,-0.175,-0.399,-2.99,221.5,OBSERVED WEEK (IMD/ERA5),-3691.6,SIMULATED
SIM_2023-09-15_COMBINED_DISRUPTION,SYN_MINE_01,2023-09-15,7,COMBINED_DISRUPTION,27.25,site-wide,-0.2447,0.088,-0.147,1.047,-1.94,310.7,HEAVY_RAIN (IMD p95 7-day),-2410.8,SIMULATED
SIM_2023-09-29_NORMAL,SYN_MINE_01,2023-09-29,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,19.5,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-09-29_HEAVY_RAIN,SYN_MINE_01,2023-09-29,7,HEAVY_RAIN,13.28,site / dumpers,-0.0215,1.543,-0.007,1.405,-0.4,148.0,HEAVY_RAIN (IMD p95 7-day),-1397.5,SIMULATED
SIM_2023-09-29_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-09-29,7,EQUIPMENT_DEGRADATION,32.38,"excavators, dumpers",-0.3091,0.251,-0.154,-0.109,-1.71,19.5,OBSERVED WEEK (IMD/ERA5),-3406.9,SIMULATED
SIM_2023-09-29_BLAST_DELAY,SYN_MINE_01,2023-09-29,7,BLAST_DELAY,0.0,blasting / excavators,0.0,0.0,0.0,0.0,0.0,19.5,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-09-29_DRILL_DELAY,SYN_MINE_01,2023-09-29,7,DRILL_DELAY,2.21,drills,-0.0422,-0.113,-0.007,1.817,0.07,19.5,OBSERVED WEEK (IMD/ERA5),-232.4,SIMULATED
SIM_2023-09-29_HAULAGE_DISRUPTION,SYN_MINE_01,2023-09-29,7,HAULAGE_DISRUPTION,37.85,dumpers / haul road,0.0276,6.147,-0.082,0.866,-3.25,19.5,OBSERVED WEEK (IMD/ERA5),-3982.6,SIMULATED
SIM_2023-09-29_COMBINED_DISRUPTION,SYN_MINE_01,2023-09-29,7,COMBINED_DISRUPTION,36.69,site-wide,-0.2166,1.694,0.644,1.517,-2.02,148.0,HEAVY_RAIN (IMD p95 7-day),-3861.0,SIMULATED
SIM_2023-10-13_NORMAL,SYN_MINE_01,2023-10-13,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-10-13_HEAVY_RAIN,SYN_MINE_01,2023-10-13,7,HEAVY_RAIN,54.78,site / dumpers,-0.0417,1.527,1.438,1.666,-0.3,148.0,HEAVY_RAIN (IMD p95 7-day),-2629.6,SIMULATED
SIM_2023-10-13_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-10-13,7,EQUIPMENT_DEGRADATION,-25.21,"excavators, dumpers",-0.1202,0.03,-3.571,0.069,-1.16,0.0,OBSERVED WEEK (IMD/ERA5),1210.2,SIMULATED
SIM_2023-10-13_BLAST_DELAY,SYN_MINE_01,2023-10-13,7,BLAST_DELAY,0.0,blasting / excavators,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-10-13_DRILL_DELAY,SYN_MINE_01,2023-10-13,7,DRILL_DELAY,0.0,drills,0.0136,0.767,-0.836,0.861,0.31,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-10-13_HAULAGE_DISRUPTION,SYN_MINE_01,2023-10-13,7,HAULAGE_DISRUPTION,-5.75,dumpers / haul road,0.0201,5.011,-4.754,0.015,-3.35,0.0,OBSERVED WEEK (IMD/ERA5),276.0,SIMULATED
SIM_2023-10-13_COMBINED_DISRUPTION,SYN_MINE_01,2023-10-13,7,COMBINED_DISRUPTION,17.72,site-wide,-0.0359,2.934,-2.695,1.951,-1.94,148.0,HEAVY_RAIN (IMD p95 7-day),-850.6,SIMULATED
SIM_2023-10-27_NORMAL,SYN_MINE_01,2023-10-27,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-10-27_HEAVY_RAIN,SYN_MINE_01,2023-10-27,7,HEAVY_RAIN,1.02,site / dumpers,0.0384,0.67,-0.143,1.8,-0.75,148.0,HEAVY_RAIN (IMD p95 7-day),-89.5,SIMULATED
SIM_2023-10-27_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-10-27,7,EQUIPMENT_DEGRADATION,14.69,"excavators, dumpers",-0.1211,-0.208,-0.07,-0.239,-1.81,0.0,OBSERVED WEEK (IMD/ERA5),-1288.9,SIMULATED
SIM_2023-10-27_BLAST_DELAY,SYN_MINE_01,2023-10-27,7,BLAST_DELAY,15.37,blasting / excavators,0.0,0.0,1.993,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),-1348.2,SIMULATED
SIM_2023-10-27_DRILL_DELAY,SYN_MINE_01,2023-10-27,7,DRILL_DELAY,4.41,drills,-0.0548,-0.118,-0.153,2.011,0.44,0.0,OBSERVED WEEK (IMD/ERA5),-386.5,SIMULATED
SIM_2023-10-27_HAULAGE_DISRUPTION,SYN_MINE_01,2023-10-27,7,HAULAGE_DISRUPTION,35.72,dumpers / haul road,-0.2503,0.506,-0.182,-0.14,-3.49,0.0,OBSERVED WEEK (IMD/ERA5),-3133.7,SIMULATED
SIM_2023-10-27_COMBINED_DISRUPTION,SYN_MINE_01,2023-10-27,7,COMBINED_DISRUPTION,29.46,site-wide,-0.1244,1.954,-0.238,1.595,-3.4,148.0,HEAVY_RAIN (IMD p95 7-day),-2584.8,SIMULATED
SIM_2023-11-10_NORMAL,SYN_MINE_01,2023-11-10,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-11-10_HEAVY_RAIN,SYN_MINE_01,2023-11-10,7,HEAVY_RAIN,21.63,site / dumpers,-0.1554,0.5,-0.097,2.027,-0.14,148.0,HEAVY_RAIN (IMD p95 7-day),-2180.2,SIMULATED
SIM_2023-11-10_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-11-10,7,EQUIPMENT_DEGRADATION,20.53,"excavators, dumpers",-0.2135,-0.239,-0.084,-0.223,-1.39,0.0,OBSERVED WEEK (IMD/ERA5),-2069.7,SIMULATED
SIM_2023-11-10_BLAST_DELAY,SYN_MINE_01,2023-11-10,7,BLAST_DELAY,34.96,blasting / excavators,0.0,0.0,5.151,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),-3524.2,SIMULATED
SIM_2023-11-10_DRILL_DELAY,SYN_MINE_01,2023-11-10,7,DRILL_DELAY,4.11,drills,-0.0192,0.176,0.04,0.927,-0.02,0.0,OBSERVED WEEK (IMD/ERA5),-414.0,SIMULATED
SIM_2023-11-10_HAULAGE_DISRUPTION,SYN_MINE_01,2023-11-10,7,HAULAGE_DISRUPTION,27.14,dumpers / haul road,0.03,4.694,-0.06,-0.159,-3.74,0.0,OBSERVED WEEK (IMD/ERA5),-2735.3,SIMULATED
SIM_2023-11-10_COMBINED_DISRUPTION,SYN_MINE_01,2023-11-10,7,COMBINED_DISRUPTION,22.99,site-wide,-0.1525,0.999,-0.052,1.266,-2.65,148.0,HEAVY_RAIN (IMD p95 7-day),-2316.8,SIMULATED
SIM_2023-11-24_NORMAL,SYN_MINE_01,2023-11-24,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,14.5,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-11-24_HEAVY_RAIN,SYN_MINE_01,2023-11-24,7,HEAVY_RAIN,-7.72,site / dumpers,0.0963,0.111,0.242,1.83,-0.17,148.0,HEAVY_RAIN (IMD p95 7-day),715.7,SIMULATED
SIM_2023-11-24_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-11-24,7,EQUIPMENT_DEGRADATION,11.52,"excavators, dumpers",-0.0581,0.429,0.063,0.857,-1.93,14.5,OBSERVED WEEK (IMD/ERA5),-1067.1,SIMULATED
SIM_2023-11-24_BLAST_DELAY,SYN_MINE_01,2023-11-24,7,BLAST_DELAY,0.0,blasting / excavators,0.0,0.0,0.0,0.0,0.0,14.5,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-11-24_DRILL_DELAY,SYN_MINE_01,2023-11-24,7,DRILL_DELAY,-11.97,drills,0.1095,0.0,0.223,1.286,-0.01,14.5,OBSERVED WEEK (IMD/ERA5),1109.5,SIMULATED
SIM_2023-11-24_HAULAGE_DISRUPTION,SYN_MINE_01,2023-11-24,7,HAULAGE_DISRUPTION,9.16,dumpers / haul road,0.0917,2.621,0.12,0.45,-3.34,14.5,OBSERVED WEEK (IMD/ERA5),-848.7,SIMULATED
SIM_2023-11-24_COMBINED_DISRUPTION,SYN_MINE_01,2023-11-24,7,COMBINED_DISRUPTION,48.2,site-wide,-0.0797,0.814,4.264,2.175,-2.7,148.0,HEAVY_RAIN (IMD p95 7-day),-4467.0,SIMULATED
SIM_2023-12-08_NORMAL,SYN_MINE_01,2023-12-08,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,1.3,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-12-08_HEAVY_RAIN,SYN_MINE_01,2023-12-08,7,HEAVY_RAIN,2.66,site / dumpers,-0.028,0.05,-0.121,1.515,-0.16,148.0,HEAVY_RAIN (IMD p95 7-day),-269.5,SIMULATED
SIM_2023-12-08_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-12-08,7,EQUIPMENT_DEGRADATION,20.05,"excavators, dumpers",-0.2092,0.0,-0.167,-0.052,-1.72,1.3,OBSERVED WEEK (IMD/ERA5),-2030.8,SIMULATED
SIM_2023-12-08_BLAST_DELAY,SYN_MINE_01,2023-12-08,7,BLAST_DELAY,0.0,blasting / excavators,0.0,0.0,0.0,0.0,0.0,1.3,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-12-08_DRILL_DELAY,SYN_MINE_01,2023-12-08,7,DRILL_DELAY,0.69,drills,0.0089,0.0,-0.005,1.811,0.46,1.3,OBSERVED WEEK (IMD/ERA5),-70.3,SIMULATED
SIM_2023-12-08_HAULAGE_DISRUPTION,SYN_MINE_01,2023-12-08,7,HAULAGE_DISRUPTION,14.38,dumpers / haul road,0.0421,3.428,-0.07,0.249,-3.59,1.3,OBSERVED WEEK (IMD/ERA5),-1456.5,SIMULATED
SIM_2023-12-08_COMBINED_DISRUPTION,SYN_MINE_01,2023-12-08,7,COMBINED_DISRUPTION,37.61,site-wide,-0.207,0.939,1.349,1.756,-2.31,148.0,HEAVY_RAIN (IMD p95 7-day),-3810.0,SIMULATED
SIM_2023-12-22_NORMAL,SYN_MINE_01,2023-12-22,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2023-12-22_HEAVY_RAIN,SYN_MINE_01,2023-12-22,7,HEAVY_RAIN,5.05,site / dumpers,0.0288,0.735,0.115,1.748,-0.09,148.0,HEAVY_RAIN (IMD p95 7-day),-542.1,SIMULATED
SIM_2023-12-22_EQUIPMENT_DEGRADATION,SYN_MINE_01,2023-12-22,7,EQUIPMENT_DEGRADATION,6.09,"excavators, dumpers",-0.0717,0.051,-0.011,0.246,-1.6,0.0,OBSERVED WEEK (IMD/ERA5),-653.8,SIMULATED
SIM_2023-12-22_BLAST_DELAY,SYN_MINE_01,2023-12-22,7,BLAST_DELAY,1.31,blasting / excavators,0.0,0.0,0.209,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),-141.2,SIMULATED
SIM_2023-12-22_DRILL_DELAY,SYN_MINE_01,2023-12-22,7,DRILL_DELAY,6.9,drills,-0.0296,0.376,-0.041,1.353,0.32,0.0,OBSERVED WEEK (IMD/ERA5),-741.5,SIMULATED
SIM_2023-12-22_HAULAGE_DISRUPTION,SYN_MINE_01,2023-12-22,7,HAULAGE_DISRUPTION,26.62,dumpers / haul road,-0.0725,2.911,-0.063,0.056,-3.48,0.0,OBSERVED WEEK (IMD/ERA5),-2859.8,SIMULATED
SIM_2023-12-22_COMBINED_DISRUPTION,SYN_MINE_01,2023-12-22,7,COMBINED_DISRUPTION,42.97,site-wide,-0.0583,2.05,3.202,2.423,-2.63,148.0,HEAVY_RAIN (IMD p95 7-day),-4615.9,SIMULATED
SIM_2024-01-05_NORMAL,SYN_MINE_01,2024-01-05,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2024-01-05_HEAVY_RAIN,SYN_MINE_01,2024-01-05,7,HEAVY_RAIN,8.93,site / dumpers,-0.0184,0.429,0.043,2.421,-0.31,148.0,HEAVY_RAIN (IMD p95 7-day),-920.4,SIMULATED
SIM_2024-01-05_EQUIPMENT_DEGRADATION,SYN_MINE_01,2024-01-05,7,EQUIPMENT_DEGRADATION,21.59,"excavators, dumpers",-0.2194,0.0,-0.094,-0.193,-1.22,0.0,OBSERVED WEEK (IMD/ERA5),-2224.7,SIMULATED
SIM_2024-01-05_BLAST_DELAY,SYN_MINE_01,2024-01-05,7,BLAST_DELAY,0.0,blasting / excavators,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2024-01-05_DRILL_DELAY,SYN_MINE_01,2024-01-05,7,DRILL_DELAY,9.55,drills,-0.0709,0.273,-0.046,1.775,0.19,0.0,OBSERVED WEEK (IMD/ERA5),-984.1,SIMULATED
SIM_2024-01-05_HAULAGE_DISRUPTION,SYN_MINE_01,2024-01-05,7,HAULAGE_DISRUPTION,33.79,dumpers / haul road,-0.1166,2.722,-0.04,0.763,-3.47,0.0,OBSERVED WEEK (IMD/ERA5),-3481.8,SIMULATED
SIM_2024-01-05_COMBINED_DISRUPTION,SYN_MINE_01,2024-01-05,7,COMBINED_DISRUPTION,39.39,site-wide,-0.215,0.834,1.495,1.679,-2.95,148.0,HEAVY_RAIN (IMD p95 7-day),-4058.3,SIMULATED
SIM_2024-01-19_NORMAL,SYN_MINE_01,2024-01-19,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,4.5,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2024-01-19_HEAVY_RAIN,SYN_MINE_01,2024-01-19,7,HEAVY_RAIN,8.2,site / dumpers,-0.0105,0.645,0.028,1.577,-0.67,148.0,HEAVY_RAIN (IMD p95 7-day),-815.7,SIMULATED
SIM_2024-01-19_EQUIPMENT_DEGRADATION,SYN_MINE_01,2024-01-19,7,EQUIPMENT_DEGRADATION,-0.69,"excavators, dumpers",-0.0186,0.0,0.025,-0.051,-2.31,4.5,OBSERVED WEEK (IMD/ERA5),69.0,SIMULATED
SIM_2024-01-19_BLAST_DELAY,SYN_MINE_01,2024-01-19,7,BLAST_DELAY,1.98,blasting / excavators,0.0,0.0,0.291,0.0,0.0,4.5,OBSERVED WEEK (IMD/ERA5),-196.5,SIMULATED
SIM_2024-01-19_DRILL_DELAY,SYN_MINE_01,2024-01-19,7,DRILL_DELAY,7.57,drills,-0.0796,0.0,-0.077,1.526,0.2,4.5,OBSERVED WEEK (IMD/ERA5),-752.9,SIMULATED
SIM_2024-01-19_HAULAGE_DISRUPTION,SYN_MINE_01,2024-01-19,7,HAULAGE_DISRUPTION,21.6,dumpers / haul road,-0.0159,2.884,-0.023,-0.272,-3.78,4.5,OBSERVED WEEK (IMD/ERA5),-2149.1,SIMULATED
SIM_2024-01-19_COMBINED_DISRUPTION,SYN_MINE_01,2024-01-19,7,COMBINED_DISRUPTION,51.76,site-wide,-0.0493,1.043,5.965,1.236,-2.84,148.0,HEAVY_RAIN (IMD p95 7-day),-5150.7,SIMULATED
SIM_2024-02-02_NORMAL,SYN_MINE_01,2024-02-02,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.2,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2024-02-02_HEAVY_RAIN,SYN_MINE_01,2024-02-02,7,HEAVY_RAIN,7.0,site / dumpers,-0.0413,0.124,0.093,2.074,-0.5,148.0,HEAVY_RAIN (IMD p95 7-day),-743.5,SIMULATED
SIM_2024-02-02_EQUIPMENT_DEGRADATION,SYN_MINE_01,2024-02-02,7,EQUIPMENT_DEGRADATION,14.43,"excavators, dumpers",-0.1098,0.0,0.033,0.169,-1.56,0.2,OBSERVED WEEK (IMD/ERA5),-1533.5,SIMULATED
SIM_2024-02-02_BLAST_DELAY,SYN_MINE_01,2024-02-02,7,BLAST_DELAY,54.83,blasting / excavators,0.0,0.0,8.428,0.0,0.0,0.2,OBSERVED WEEK (IMD/ERA5),-5826.9,SIMULATED
SIM_2024-02-02_DRILL_DELAY,SYN_MINE_01,2024-02-02,7,DRILL_DELAY,0.84,drills,0.0,0.0,0.064,1.414,0.43,0.2,OBSERVED WEEK (IMD/ERA5),-89.5,SIMULATED
SIM_2024-02-02_HAULAGE_DISRUPTION,SYN_MINE_01,2024-02-02,7,HAULAGE_DISRUPTION,15.26,dumpers / haul road,0.0104,2.698,0.109,0.512,-3.29,0.2,OBSERVED WEEK (IMD/ERA5),-1621.3,SIMULATED
SIM_2024-02-02_COMBINED_DISRUPTION,SYN_MINE_01,2024-02-02,7,COMBINED_DISRUPTION,31.61,site-wide,-0.0467,1.386,2.654,1.805,-2.73,148.0,HEAVY_RAIN (IMD p95 7-day),-3358.8,SIMULATED
SIM_2024-02-16_NORMAL,SYN_MINE_01,2024-02-16,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2024-02-16_HEAVY_RAIN,SYN_MINE_01,2024-02-16,7,HEAVY_RAIN,9.71,site / dumpers,-0.0915,0.067,0.063,1.98,-0.48,148.0,HEAVY_RAIN (IMD p95 7-day),-1012.8,SIMULATED
SIM_2024-02-16_EQUIPMENT_DEGRADATION,SYN_MINE_01,2024-02-16,7,EQUIPMENT_DEGRADATION,11.87,"excavators, dumpers",-0.1102,0.0,-0.052,0.339,-1.37,0.0,OBSERVED WEEK (IMD/ERA5),-1238.5,SIMULATED
SIM_2024-02-16_BLAST_DELAY,SYN_MINE_01,2024-02-16,7,BLAST_DELAY,28.37,blasting / excavators,0.0,0.0,4.254,0.0,0.0,0.0,OBSERVED WEEK (IMD/ERA5),-2961.1,SIMULATED
SIM_2024-02-16_DRILL_DELAY,SYN_MINE_01,2024-02-16,7,DRILL_DELAY,-1.99,drills,0.0239,0.0,0.07,1.263,0.14,0.0,OBSERVED WEEK (IMD/ERA5),208.0,SIMULATED
SIM_2024-02-16_HAULAGE_DISRUPTION,SYN_MINE_01,2024-02-16,7,HAULAGE_DISRUPTION,16.22,dumpers / haul road,0.0249,3.11,-0.002,0.671,-3.57,0.0,OBSERVED WEEK (IMD/ERA5),-1692.6,SIMULATED
SIM_2024-02-16_COMBINED_DISRUPTION,SYN_MINE_01,2024-02-16,7,COMBINED_DISRUPTION,54.01,site-wide,-0.1437,1.125,4.918,1.876,-3.11,148.0,HEAVY_RAIN (IMD p95 7-day),-5636.0,SIMULATED
SIM_2024-03-01_NORMAL,SYN_MINE_01,2024-03-01,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.2,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2024-03-01_HEAVY_RAIN,SYN_MINE_01,2024-03-01,7,HEAVY_RAIN,0.73,site / dumpers,0.0182,0.125,0.178,1.428,-0.4,148.0,HEAVY_RAIN (IMD p95 7-day),-79.5,SIMULATED
SIM_2024-03-01_EQUIPMENT_DEGRADATION,SYN_MINE_01,2024-03-01,7,EQUIPMENT_DEGRADATION,33.89,"excavators, dumpers",-0.3033,0.0,0.049,-0.554,-1.5,0.2,OBSERVED WEEK (IMD/ERA5),-3683.2,SIMULATED
SIM_2024-03-01_BLAST_DELAY,SYN_MINE_01,2024-03-01,7,BLAST_DELAY,42.01,blasting / excavators,0.0,0.0,6.709,0.0,0.0,0.2,OBSERVED WEEK (IMD/ERA5),-4565.8,SIMULATED
SIM_2024-03-01_DRILL_DELAY,SYN_MINE_01,2024-03-01,7,DRILL_DELAY,-4.1,drills,0.0345,0.0,-0.048,0.74,0.38,0.2,OBSERVED WEEK (IMD/ERA5),445.4,SIMULATED
SIM_2024-03-01_HAULAGE_DISRUPTION,SYN_MINE_01,2024-03-01,7,HAULAGE_DISRUPTION,25.37,dumpers / haul road,-0.0709,2.497,-0.014,-0.568,-3.49,0.2,OBSERVED WEEK (IMD/ERA5),-2756.6,SIMULATED
SIM_2024-03-01_COMBINED_DISRUPTION,SYN_MINE_01,2024-03-01,7,COMBINED_DISRUPTION,55.83,site-wide,-0.1661,0.874,5.261,1.798,-2.64,148.0,HEAVY_RAIN (IMD p95 7-day),-6067.1,SIMULATED
SIM_2024-03-15_NORMAL,SYN_MINE_01,2024-03-15,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,42.3,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2024-03-15_HEAVY_RAIN,SYN_MINE_01,2024-03-15,7,HEAVY_RAIN,4.75,site / dumpers,-0.0606,0.048,-0.008,1.927,-0.18,148.0,HEAVY_RAIN (IMD p95 7-day),-527.5,SIMULATED
SIM_2024-03-15_EQUIPMENT_DEGRADATION,SYN_MINE_01,2024-03-15,7,EQUIPMENT_DEGRADATION,18.3,"excavators, dumpers",-0.1724,0.0,-0.132,-0.151,-1.31,42.3,OBSERVED WEEK (IMD/ERA5),-2030.6,SIMULATED
SIM_2024-03-15_BLAST_DELAY,SYN_MINE_01,2024-03-15,7,BLAST_DELAY,15.28,blasting / excavators,0.0,0.0,2.487,0.0,0.0,42.3,OBSERVED WEEK (IMD/ERA5),-1695.9,SIMULATED
SIM_2024-03-15_DRILL_DELAY,SYN_MINE_01,2024-03-15,7,DRILL_DELAY,11.02,drills,-0.1008,0.0,-0.075,0.863,-0.0,42.3,OBSERVED WEEK (IMD/ERA5),-1222.8,SIMULATED
SIM_2024-03-15_HAULAGE_DISRUPTION,SYN_MINE_01,2024-03-15,7,HAULAGE_DISRUPTION,28.27,dumpers / haul road,-0.0825,2.862,-0.203,0.043,-3.38,42.3,OBSERVED WEEK (IMD/ERA5),-3137.7,SIMULATED
SIM_2024-03-15_COMBINED_DISRUPTION,SYN_MINE_01,2024-03-15,7,COMBINED_DISRUPTION,29.05,site-wide,0.0007,1.588,2.25,1.425,-2.71,148.0,HEAVY_RAIN (IMD p95 7-day),-3224.3,SIMULATED
SIM_2024-03-29_NORMAL,SYN_MINE_01,2024-03-29,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.3,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2024-03-29_HEAVY_RAIN,SYN_MINE_01,2024-03-29,7,HEAVY_RAIN,7.83,site / dumpers,-0.0723,0.168,-0.1,0.972,-0.57,148.0,HEAVY_RAIN (IMD p95 7-day),-860.6,SIMULATED
SIM_2024-03-29_EQUIPMENT_DEGRADATION,SYN_MINE_01,2024-03-29,7,EQUIPMENT_DEGRADATION,9.04,"excavators, dumpers",-0.1006,0.0,-0.018,-0.962,-1.78,0.3,OBSERVED WEEK (IMD/ERA5),-993.4,SIMULATED
SIM_2024-03-29_BLAST_DELAY,SYN_MINE_01,2024-03-29,7,BLAST_DELAY,0.0,blasting / excavators,0.0,0.0,0.0,0.0,0.0,0.3,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2024-03-29_DRILL_DELAY,SYN_MINE_01,2024-03-29,7,DRILL_DELAY,6.7,drills,-0.0596,0.0,-0.041,0.706,-0.06,0.3,OBSERVED WEEK (IMD/ERA5),-735.8,SIMULATED
SIM_2024-03-29_HAULAGE_DISRUPTION,SYN_MINE_01,2024-03-29,7,HAULAGE_DISRUPTION,20.72,dumpers / haul road,-0.0683,2.644,-0.161,-0.41,-3.72,0.3,OBSERVED WEEK (IMD/ERA5),-2277.3,SIMULATED
SIM_2024-03-29_COMBINED_DISRUPTION,SYN_MINE_01,2024-03-29,7,COMBINED_DISRUPTION,29.37,site-wide,-0.2025,0.366,0.863,1.801,-2.77,148.0,HEAVY_RAIN (IMD p95 7-day),-3227.2,SIMULATED
SIM_2024-04-12_NORMAL,SYN_MINE_01,2024-04-12,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,8.4,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
SIM_2024-04-12_HEAVY_RAIN,SYN_MINE_01,2024-04-12,7,HEAVY_RAIN,0.16,site / dumpers,0.0537,1.17,-0.15,1.822,-0.21,148.0,HEAVY_RAIN (IMD p95 7-day),-15.6,SIMULATED
SIM_2024-04-12_EQUIPMENT_DEGRADATION,SYN_MINE_01,2024-04-12,7,EQUIPMENT_DEGRADATION,6.15,"excavators, dumpers",-0.0451,0.128,-0.109,0.611,-1.11,8.4,OBSERVED WEEK (IMD/ERA5),-606.5,SIMULATED
SIM_2024-04-12_BLAST_DELAY,SYN_MINE_01,2024-04-12,7,BLAST_DELAY,21.49,blasting / excavators,0.0,0.0,3.089,0.0,0.0,8.4,OBSERVED WEEK (IMD/ERA5),-2119.1,SIMULATED
SIM_2024-04-12_DRILL_DELAY,SYN_MINE_01,2024-04-12,7,DRILL_DELAY,1.86,drills,-0.0338,-0.002,-0.179,1.6,0.15,8.4,OBSERVED WEEK (IMD/ERA5),-183.6,SIMULATED
SIM_2024-04-12_HAULAGE_DISRUPTION,SYN_MINE_01,2024-04-12,7,HAULAGE_DISRUPTION,27.32,dumpers / haul road,-0.0156,4.173,-0.145,0.295,-3.4,8.4,OBSERVED WEEK (IMD/ERA5),-2693.5,SIMULATED
SIM_2024-04-12_COMBINED_DISRUPTION,SYN_MINE_01,2024-04-12,7,COMBINED_DISRUPTION,23.44,site-wide,0.0434,2.559,1.376,2.606,-2.14,148.0,HEAVY_RAIN (IMD p95 7-day),-2311.7,SIMULATED
SIM_2024-04-26_NORMAL,SYN_MINE_01,2024-04-26,7,NORMAL,0.0,none,0.0,0.0,0.0,0.0,0.0,0.2,OBSERVED WEEK (IMD/ERA5),0.0,SIMULATED
